Timestamp,Locality,Latitude,Longitude,Signal Strength (dBm),Signal Quality (%),Data Throughput (Mbps),Latency (ms),Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),BladeRFxA9 Measurement (dBm)
2023/5/5 14:05:33,Kumhrar,25.573278756804783,85.15804183478916,-83.97815425,0,1.7534779398758815,174.9578299976072,3G,0,0,0
2023/5/5 14:08:40,Kankarbagh,25.600910560278308,84.98462893850066,-95.06888978,0,32.26132915688779,28.02176541240374,5G,-98.77729562,-100.2986346,-94.43184197
2023/5/5 14:11:47,Pataliputra,25.744311764361946,85.23083312262318,-100.1019162,0,12.590440868200508,40.20549022694476,5G,-98.89882072,-106.5815174,-101.8241313
2023/5/5 14:14:55,Ashok Rajpath,25.438934417117256,85.1781192709574,-85.80728331,0,1.9842325861590764,125.82443882989584,3G,0,0,0
2023/5/5 14:18:02,Phulwari Sharif,25.4268460557443,85.12153952839628,-91.78673388,0,1.0817372325329577,116.89350630721646,LTE,-94.00083049,-100.9016815,-94.25451868
2023/5/5 14:21:09,Pataliputra,25.62679951025056,85.04888047233642,-86.42701404,0,2.1945561645108613,198.62569958668152,3G,0,0,0
2023/5/5 14:24:16,Bailey Road,25.476419648988003,85.11313913080281,-93.53166988,0,26.405549062836226,32.55860368075346,5G,-90.12457002,-103.0856482,-93.3196565
2023/5/5 14:27:24,Kankarbagh,25.52823026123157,85.05166311307622,-91.95507929,0,4.7104720882525815,74.91238489244701,4G,-93.65159448,-97.28662018,-94.90987312
2023/5/5 14:30:31,Ashok Rajpath,25.705364833870913,85.11599116180813,-82.81934177,0,2.641722946306705,171.84572708365536,LTE,-82.46897445,-90.43624435,-80.78784642
2023/5/5 14:33:38,Phulwari Sharif,25.65482630487179,85.1631456842027,-90.29803059,0,1.4034609246604717,168.4571547879833,LTE,-94.41934947,-99.60390672,-93.28176519
2023/5/5 14:36:45,Boring Road,25.45603304554996,85.06782614392918,-87.68278625,0,2.501003849530627,179.95371309195156,LTE,-84.43145949,-96.75076132,-89.26863578
2023/5/5 14:39:52,Patliputra Colony,25.486905915951436,85.10751142983233,-88.01083289,0,1.4580507818495927,154.2849310613409,LTE,-88.69555146,-96.34675396,-86.62753807
2023/5/5 14:43:00,Fraser Road,25.706274183941918,85.02788748876068,-84.73889432,0,1.7576431311138314,145.70002192816784,3G,0,0,0
2023/5/5 14:46:07,Kumhrar,25.658352346783047,85.09594129083105,-93.78936552,0,4.5914568812099095,71.17984312102415,4G,-95.91006936,-100.7146142,-91.31825107
2023/5/5 14:49:14,Boring Canal Road,25.635816474323267,85.15962772265983,-93.95841928,0,9.893888392736342,91.94490432229671,4G,-97.71179247,-99.35420987,-91.73904111
2023/5/5 14:52:21,Anandpuri,25.533589472440998,85.2243296366218,-90.50314768,0,9.429183074575107,79.35341120682835,4G,-95.17468098,-95.93940037,-92.01378902
2023/5/5 14:55:28,Anisabad,25.64658702858441,85.1365690403172,-88.18077482,0,1.7946362309151958,142.67889053367495,3G,0,0,0
2023/5/5 14:58:36,Anandpuri,25.751444968128386,85.08219492481349,-94.47178063,0,1.5446037094405989,189.74304098188844,LTE,-94.20599596,-100.4680318,-91.59819201
2023/5/5 15:01:43,Danapur,25.665229711333737,85.18889829249056,-89.94799797,0,2.6137002979251722,196.26493185548748,LTE,-85.50390072,-99.24258873,-90.50964412
2023/5/5 15:04:50,Gandhi Maidan,25.500720802536023,85.07809673112084,-89.75372552,0,2.6613090131304995,134.51921448812755,LTE,-87.01538029,-97.93993604,-87.5873174
2023/5/5 15:07:57,Exhibition Road,25.628221557577852,85.07984583390791,-85.58789893,0,2.645167751823348,152.9661678655081,LTE,-82.43735465,-93.09744517,-88.18484653
2023/5/5 15:11:04,Phulwari Sharif,25.458399766706496,85.23059473816535,-85.3942985,0,6.632423936979863,52.348298338752755,4G,-88.73146481,-91.70413042,-87.89750649
2023/5/5 15:14:12,Gardanibagh,25.59165725339038,85.16923763851187,-93.82000122,0,95.97126814511311,16.18688563532945,5G,-92.58667571,-101.4488147,-94.75369882
2023/5/5 15:17:19,Boring Canal Road,25.641304683777136,85.11060159278709,-84.30197093,0,2.580027117583712,169.05602324456407,3G,0,0,0
2023/5/5 15:20:26,Kankarbagh,25.761764925476403,85.07611511134735,-94.48261117,0,99.94181496092514,32.23226325748719,5G,-94.75050999,-102.9183369,-96.7594757
2023/5/5 15:23:33,Anisabad,25.656712076520467,85.19681774137523,-92.13762674,0,9.194988495662967,76.51325663174501,4G,-92.72730513,-100.1151995,-91.70306019
2023/5/5 15:26:41,Kankarbagh,25.487938909701146,85.28235232419495,-79.60918143,0,4.901808797483028,69.91436919878177,4G,-83.69218808,-87.92732911,-79.47406628
2023/5/5 15:29:48,Pataliputra,25.623453732510146,85.28280416966757,-92.60148378,0,8.585925255003684,62.949132580090684,4G,-91.71594149,-97.6898312,-90.29628991
2023/5/5 15:32:55,Bankipore,25.627305715998077,85.12846440464956,-91.98387619,0,2.938205260281623,188.37858849634256,LTE,-87.70635335,-97.00933707,-93.94050469
2023/5/5 15:36:02,Fraser Road,25.64360237106734,85.0959878906563,-85.50434469,0,2.7043870666940153,103.5422368418545,3G,0,0,0
2023/5/5 15:39:09,Bailey Road,25.42838934545828,85.14265495824709,-86.37002093,0,2.142637883839148,166.21120101065645,LTE,-85.93223185,-92.04755652,-84.96656141
2023/5/5 15:42:17,Anandpuri,25.42204582050677,85.17552552694843,-94.82052725,0,84.32350755082864,15.154794698937808,5G,-96.46933871,-101.102986,-96.85596787
2023/5/5 15:45:24,Gardanibagh,25.58070625442857,85.20059390554381,-92.30988823,0,40.76849494348175,35.304875725357924,5G,-87.98960717,-101.7973396,-89.6865173
2023/5/5 15:48:31,Gardanibagh,25.490982995386414,85.23012025261295,-84.85613785,0,1.0442471030579945,132.3610219149541,3G,0,0,0
2023/5/5 15:51:38,Bailey Road,25.510403837973126,85.01525476400202,-104.2338622,0,38.86684663943147,38.97690690456468,5G,-101.7754921,-113.2320665,-102.0251253
2023/5/5 15:54:45,Rajendra Nagar,25.550155215611763,85.29186455723779,-92.26667765,0,2.8416956956313735,161.6650314520738,LTE,-89.30130474,-99.85906589,-94.56282852
2023/5/5 15:57:53,Kankarbagh,25.47666514194226,85.22804932514069,-102.9195141,0,72.54836975138883,44.40489588756818,5G,-100.1210042,-112.72142,-103.0364724
2023/5/5 16:01:00,Boring Road,25.740729963063636,85.22124667556868,-82.71875603,0,1.1571569943100415,139.6923276201596,3G,0,0,0
2023/5/5 16:04:07,S.K. Puri,25.684301899822575,85.09870187690895,-86.41922712,0,1.6789003850856121,181.4825113746512,LTE,-90.61807866,-91.94514384,-86.13367286
2023/5/5 16:07:14,Exhibition Road,25.70800836869413,85.16965723680794,-87.45931279,0,2.1107271018752627,171.92017782722638,LTE,-90.17476538,-92.47764321,-84.61055382
2023/5/5 16:10:21,Exhibition Road,25.48449180140214,85.0699019114649,-90.4215677,0,9.113962666571624,95.03509320056293,4G,-91.20435843,-99.03742872,-89.86746573
2023/5/5 16:13:29,Rajendra Nagar,25.550487309877493,85.15577248582407,-82.87668315,0,9.09524930890758,72.26526275013327,4G,-82.72850961,-91.0805163,-82.31897804
2023/5/5 16:16:36,Ashok Rajpath,25.496041659462865,85.17029585874322,-91.03700177,0,1.4974285451752598,161.714498660403,LTE,-88.9692296,-100.2017922,-93.03128647
2023/5/5 16:19:43,Bankipore,25.568057334277327,85.10611863004411,-88.83156539,0,50.697912545509176,47.3550007011162,5G,-90.67000434,-96.29539135,-91.58212824
2023/5/5 16:22:50,Fraser Road,25.674576197803272,85.26870673441151,-84.17029254,0,1.8875004386091423,186.81422543775054,3G,0,0,0
2023/5/5 16:25:58,Bailey Road,25.548892053434535,85.0674543074874,-86.95214061,0,2.3339430339818144,157.7185236711748,3G,0,0,0
2023/5/5 16:29:05,S.K. Puri,25.716906228274734,85.01917636032886,-88.55121736,0,20.81881498335476,31.779563918433983,5G,-93.49363075,-96.92828821,-89.35244815
2023/5/5 16:32:12,Anisabad,25.72033410370315,85.09787671921957,-91.0455997,0,6.3542731434081166,51.282103290321785,4G,-92.63312142,-99.14462161,-91.65266301
2023/5/5 16:35:19,Phulwari Sharif,25.75485768886001,85.20156110084059,-89.1925547,0,1.3326632154862843,161.7351757412974,3G,0,0,0
2023/5/5 16:38:26,Kumhrar,25.712557614281913,85.23174341553455,-90.38098031,0,4.296599125831868,95.88762445856887,4G,-91.13570606,-99.9457855,-88.48648845
2023/5/5 16:41:34,Rajendra Nagar,25.49095563285224,85.27333170016011,-93.42909768,0,8.123706473099443,92.55871304263854,4G,-91.71485098,-99.3814478,-91.82916087
2023/5/5 16:44:41,Fraser Road,25.58789406068608,85.28099217922406,-88.17489881,0,2.188952670372346,149.67668588591692,3G,0,0,0
2023/5/5 16:47:48,S.K. Puri,25.618324029892957,84.96832891318978,-92.32672366,0,1.453312804453976,135.49963058319372,LTE,-96.63248523,-99.7314247,-94.92104827
2023/5/5 16:50:55,Phulwari Sharif,25.444156554179745,85.17091299909087,-94.05902692,0,2.1609500134333492,108.87673941077685,LTE,-89.44236956,-100.8842267,-92.53
2023/5/5 16:54:02,Gandhi Maidan,25.501577705688746,85.04670764169371,-88.29928463,0,7.259404888618539,75.34192159102413,4G,-91.70624442,-97.98373947,-90.59339046
2023/5/5 16:57:10,Danapur,25.421831394935808,85.14088711150048,-88.65736804,0,6.96602753519993,69.55213815290873,4G,-88.64583805,-96.67147415,-88.41897233
2023/5/5 17:00:17,Kidwaipuri,25.439550909075663,85.05865339597922,-77.60536709,0,2.529619601805991,117.48386272604125,3G,0,0,0
2023/5/5 17:03:24,Exhibition Road,25.475381175835903,85.18502596773095,-91.20056114,0,2.7028972751025306,100.03325061204895,LTE,-96.02368304,-98.18779532,-92.01177182
2023/5/5 17:06:31,Anandpuri,25.573795595409614,85.0842098085337,-83.91531145,0,1.4577892096932272,123.2645538562681,LTE,-86.70728515,-93.04654847,-82.98096941
2023/5/5 17:09:38,Ashok Rajpath,25.536784348046943,85.16977848316169,-84.60687974,0,4.81869246121524,88.01449115610674,4G,-88.23578268,-91.93032908,-86.3156685
2023/5/5 17:12:46,Danapur,25.542756537421646,85.06531043136114,-101.8595057,0,51.350209156538796,41.400661753482275,5G,-97.93865883,-107.0828323,-100.1380854
2023/5/5 17:15:53,Boring Road,25.432726109663434,85.18933980255879,-89.84068419,0,1.3003380016340833,173.74337687214856,3G,0,0,0
2023/5/5 17:19:00,Pataliputra,25.536731285035543,85.21687168553916,-100.3833047,0,59.4654439347032,43.221378256193596,5G,-104.6961763,-108.2618202,-102.8875987
2023/5/5 17:22:07,Gandhi Maidan,25.519549893479386,85.2904667482119,-97.11452333,0,1.5856440734019295,197.99703293588504,LTE,-96.09570744,-104.20241,-95.62608426
2023/5/5 17:25:14,S.K. Puri,25.614339407642635,85.13663475122105,-88.78349532,0,8.925600370831946,95.94632668197772,4G,-91.26108512,-95.00828567,-89.02025833
2023/5/5 17:28:22,Boring Canal Road,25.657356099859346,84.99817028853391,-93.6705076,0,53.955471705844566,16.027044308395094,5G,-95.24667124,-101.6034254,-92.12139753
2023/5/5 17:31:29,Pataliputra,25.501615144337464,84.99668892299758,-79.99028649,0,2.2319709005203583,118.80247346154161,3G,0,0,0
2023/5/5 17:34:36,Boring Road,25.655071623635926,85.22029898623127,-93.02664235,0,52.328714869160706,30.082008539537885,5G,-96.77950178,-101.0997629,-92.16645127
2023/5/5 17:37:43,Fraser Road,25.516074361967576,85.04042658659938,-90.87896121,0,2.4058868819573536,105.28039604685281,LTE,-91.01298459,-97.88211639,-90.26608735
2023/5/5 17:40:51,Anandpuri,25.608353407682095,85.0949815016914,-96.58410881,0,99.85127602536546,47.32453325374231,5G,-95.15845681,-104.4778685,-95.76704462
2023/5/5 17:43:58,Gandhi Maidan,25.46506129400601,85.0603974589343,-89.43645501,0,5.091079015121411,97.03396225576702,4G,-91.84348742,-97.28817095,-87.20007351
2023/5/5 17:47:05,Phulwari Sharif,25.541693990350442,85.17626391520977,-97.07375746,0,2.3139103125342793,195.6614621083458,LTE,-101.3841773,-106.7884839,-98.38063501
2023/5/5 17:50:12,Anisabad,25.482912407429332,85.20709278469481,-95.7541781,0,75.92038586542807,31.932823349056967,5G,-99.47429602,-101.3435,-96.39349102
2023/5/5 17:53:19,Rajendra Nagar,25.604894801150955,85.206645279048,-90.94799668,0,3.621881715612951,84.18770527885212,4G,-90.4969414,-96.04541257,-92.58353971
2023/5/5 17:56:27,Bankipore,25.432464955626916,85.17892521477638,-98.55380052,0,56.12523838932985,42.25614468931358,5G,-98.96140174,-108.2940176,-96.83613132
2023/5/5 17:59:34,Anisabad,25.56349209193079,85.18346210271547,-89.70491957,0,2.0774035959054284,149.78125080342903,LTE,-93.65018257,-96.42101904,-87.7723006
2023/5/5 18:02:41,Danapur,25.538714355969145,85.08970742870885,-85.79664051,0,2.9670429454304443,114.07115280487584,3G,0,0,0
2023/5/5 18:05:48,Pataliputra,25.696210506579206,85.13572519562781,-88.06629805,0,5.992427815444306,58.111670289123964,4G,-92.94022285,-95.26751963,-87.90190031
2023/5/5 18:08:55,Kumhrar,25.537276306104253,85.27106723674703,-84.81202181,0,1.6704160947417455,117.37615931357438,LTE,-82.69188161,-90.68213075,-87.20819694
2023/5/5 18:12:03,Exhibition Road,25.715379348393977,85.23332479077294,-95.11434031,0,71.76944770174876,12.78564592649623,5G,-98.36552594,-100.835654,-96.75126297
2023/5/5 18:15:10,Boring Canal Road,25.629252902342053,85.11166889368087,-93.63651103,0,60.439656788239596,14.439578768539242,5G,-94.16595559,-101.3347197,-91.44912938
2023/5/5 18:18:17,Boring Canal Road,25.757664425374234,85.11881243805215,-87.39847285,0,8.086696944492264,65.23755476930667,4G,-84.1045262,-95.99086685,-85.16194981
2023/5/5 18:21:24,Patliputra Colony,25.71478792352799,85.02029444730039,-82.29259233,0,1.370660359057429,107.89691621908287,3G,0,0,0
2023/5/5 18:24:31,Kankarbagh,25.616109151938662,85.11373098063866,-89.14219666,0,9.152852301975871,78.58861760241611,4G,-88.96773315,-96.99005961,-90.24051714
2023/5/5 18:27:39,Rajendra Nagar,25.60056943207747,85.20248870021794,-81.31622913,0,2.9010621051724073,160.06510665483557,LTE,-78.88028997,-88.78489883,-80.51160494
2023/5/5 18:30:46,Ashok Rajpath,25.475461997005745,85.1569345376724,-85.52765744,0,2.033145256891958,100.55057991604208,3G,0,0,0
2023/5/5 18:33:53,Patliputra Colony,25.690790345642654,85.19651214213637,-84.60358984,0,2.75972535472232,157.47795542644153,3G,0,0,0
2023/5/5 18:37:00,Anisabad,25.57481023301359,85.04163502665517,-84.67753186,0,2.6423965651004533,100.15651051914729,LTE,-83.31351816,-94.42185495,-86.13188854
2023/5/5 18:40:08,Kankarbagh,25.46133584001058,85.21875694173931,-88.27119723,0,2.187321582417077,101.01311840277434,3G,0,0,0
2023/5/5 18:43:15,Danapur,25.496871516063504,85.14617448814118,-80.76720286,0,1.7987374967893819,191.01346367821344,3G,0,0,0
2023/5/5 18:46:22,Kankarbagh,25.5446327221519,85.24469599912415,-90.31308266,0,2.0516251977466475,151.16813865815118,LTE,-93.65679918,-97.0843801,-93.04441195
2023/5/5 18:49:29,Pataliputra,25.623029612498197,85.18821530668203,-91.38243806,0,6.399127897615784,51.37683599347327,4G,-91.32788688,-96.56235102,-92.07719778
2023/5/5 18:52:36,Patliputra Colony,25.552320496400753,85.10439583305329,-96.15866608,0,5.38270972978154,77.07038036737926,4G,-99.61721565,-103.3901087,-95.9084372
2023/5/5 18:55:44,Anandpuri,25.622492274159622,85.07392711850818,-95.94510812,0,1.8035576013086485,199.3848388899698,LTE,-92.1419605,-102.8280783,-95.52884395
2023/5/5 18:58:51,Anandpuri,25.446302806629664,85.09027241834129,-86.99645624,0,2.754181162036378,194.4042093825398,3G,0,0,0
2023/5/5 19:01:58,Kankarbagh,25.68475961798795,85.03551551072235,-86.50732228,0,6.1918549303195585,72.17279181909521,4G,-85.48615242,-93.55028848,-84.66778622
2023/5/5 19:05:05,Exhibition Road,25.72139462541039,85.07412696724786,-81.04102784,0,2.2889405542420675,181.97978049847273,LTE,-82.70695462,-87.37577189,-80.86955918
2023/5/5 19:08:12,Bailey Road,25.60884072936435,84.99252393942078,-88.15971757,0,2.400068545544209,110.44041297480814,LTE,-89.16871569,-94.54397014,-89.47771081
2023/5/5 19:11:20,Gardanibagh,25.577117574766373,85.07126742808096,-93.99211935,0,1.5620089978174272,180.34827432968848,LTE,-89.69983881,-101.9666059,-91.55545334
2023/5/5 19:14:27,Anisabad,25.490753484556823,85.07572064188531,-93.05372536,0,2.109314696070191,163.7090837080905,LTE,-92.79094076,-100.7378618,-94.64580471
2023/5/5 19:17:34,Bailey Road,25.467618528575592,85.05339119038017,-87.57534982,0,1.203784776132027,136.0233918800428,3G,0,0,0
2023/5/5 19:20:41,Anandpuri,25.71633659408364,85.08024012697929,-81.62323669,0,2.4077141832686624,100.43632696503091,3G,0,0,0
2023/5/5 19:23:48,Bankipore,25.69797652081952,85.10869080992852,-90.29213392,0,1.2219550491702962,163.44241452865836,LTE,-87.58432774,-100.2777277,-88.13839381
2023/5/5 19:26:56,Kidwaipuri,25.657936383523506,85.21149341219703,-89.44140716,0,21.31518420930036,39.48386201728205,5G,-84.69548905,-99.18041402,-88.34824388
2023/5/5 19:30:03,Pataliputra,25.737697106075192,85.08978857402845,-107.8116683,0,57.78439105708844,33.80526699622726,5G,-112.7124301,-115.4911925,-105.0306728
2023/5/5 19:33:10,Ashok Rajpath,25.535605116361104,85.24075494265529,-85.57308329,0,2.546283747837343,151.7960527712579,3G,0,0,0
2023/5/5 19:36:17,Kumhrar,25.650697607827205,85.0961826931326,-87.22940279,0,1.9681541394204032,174.7444406596694,3G,0,0,0
2023/5/5 19:39:25,Rajendra Nagar,25.62182009347708,84.99856975953732,-87.39100841,0,1.5524746499503062,198.16533238524477,3G,0,0,0
2023/5/5 19:42:32,Boring Canal Road,25.539235932189367,84.99878318340686,-94.35632046,0,9.705538847397392,76.482986197281,4G,-96.93738752,-101.8533026,-93.27859847
2023/5/5 19:45:39,Phulwari Sharif,25.707151353825697,85.22980766847851,-90.6232859,0,2.9028596207236648,199.4819293965951,LTE,-88.50605784,-95.71756724,-90.20604722
2023/5/5 19:48:46,Bankipore,25.52260742667132,85.14804997988435,-94.22988477,0,1.9164693007856677,178.13488406144063,LTE,-89.62820692,-100.4119894,-92.09864286
2023/5/5 19:51:53,Rajendra Nagar,25.563630654422376,85.14127616056517,-87.24943422,0,1.0008855628744158,190.1383096641935,3G,0,0,0
2023/5/5 19:55:01,S.K. Puri,25.494217888114715,85.0876201495793,-94.84468772,0,4.341150620143781,95.91195433377186,4G,-98.82665089,-102.3148982,-96.51957102
2023/5/5 19:58:08,Boring Road,25.532421541939865,85.16657499749645,-91.3461794,0,95.1810861835365,45.70232909945898,5G,-92.15169947,-97.44435189,-91.488165
2023/5/5 20:01:15,Bailey Road,25.617023640813212,84.98613605528611,-93.80871523,0,2.751766167034114,153.90945527360088,LTE,-95.98399096,-101.6825743,-96.58328868
2023/5/5 20:04:22,Boring Road,25.58665300331973,84.99146849822779,-83.7320348,0,2.518137878516751,160.9631011656902,3G,0,0,0
2023/5/5 20:07:29,Phulwari Sharif,25.669230692011727,85.26897516500884,-103.7419083,0,66.5590642677099,29.274699170984665,5G,-105.1248057,-108.9958651,-102.9489513
2023/5/5 20:10:37,Phulwari Sharif,25.69314646560542,85.02043053380507,-84.60071879,0,1.061715808616145,105.18952995184108,3G,0,0,0
2023/5/5 20:13:44,Boring Road,25.60923077715768,85.11342236675301,-88.05548924,0,2.6865561818728048,109.75143256408975,LTE,-87.4656829,-95.55004984,-86.81833014
2023/5/5 20:16:51,Pataliputra,25.431743563893114,85.1360540074191,-85.00841617,0,1.500935797584998,162.4874099606999,LTE,-84.29095634,-90.84426428,-82.5718938
2023/5/5 20:19:58,Danapur,25.5389705193425,85.2078897431039,-82.74662419,0,5.327193100040985,52.82928280733578,4G,-84.00741372,-88.02438128,-81.89621781
2023/5/5 20:23:05,Anisabad,25.632814638822612,85.26912924869104,-86.97229647,0,1.7952247571057411,126.42762631586393,3G,0,0,0
2023/5/5 20:26:13,Fraser Road,25.44939229267244,85.17667766214713,-101.4979062,0,11.359961579302754,48.60061477817887,5G,-103.9889757,-108.1177747,-100.258127
2023/5/5 20:29:20,Gandhi Maidan,25.482579771292905,85.02579243650148,-86.68107033,0,7.7607831981288085,70.4075845433349,4G,-91.52712141,-93.76644004,-88.16246109
2023/5/5 20:32:27,Gardanibagh,25.436810772703645,85.2068169439325,-94.72989637,0,49.45464820276852,49.85049146099507,5G,-97.43817686,-101.9955165,-93.70584322
2023/5/5 20:35:34,Danapur,25.479160555341963,85.05969481214126,-84.61333671,0,9.66043497123751,91.92459169215124,4G,-81.56243352,-90.49841768,-82.01707366
2023/5/5 20:38:42,Kidwaipuri,25.738105374381917,85.05274925223857,-81.6791057,0,1.9086908461353103,163.0247219456158,3G,0,0,0
2023/5/5 20:41:49,Bankipore,25.481468736347047,85.15943374588055,-87.43525335,0,2.854221257716855,110.53932181078052,LTE,-84.79084607,-95.38689808,-86.50421106
2023/5/5 20:44:56,Pataliputra,25.594127056381613,85.23761850095559,-96.49171032,0,2.485061665680843,107.66358064752488,LTE,-92.7653523,-102.3511262,-98.19534963
2023/5/5 20:48:03,Phulwari Sharif,25.520313176034506,84.98831235335015,-83.9397074,0,1.689562840145294,146.18434812751104,3G,0,0,0
2023/5/5 20:51:10,Boring Road,25.519626048771293,85.24684523061585,-92.83831942,0,3.7374183913693324,61.118065237408516,4G,-92.64607371,-99.799556,-94.36620553
2023/5/5 20:54:18,Bailey Road,25.47587389415891,85.07697722757844,-88.77551473,0,2.065008132831964,111.53946421789173,3G,0,0,0
2023/5/5 20:57:25,Kankarbagh,25.547498824450557,85.14520467334216,-96.31278117,0,74.31771474178518,45.26253819763028,5G,-93.99961597,-102.8264041,-94.7969514
2023/5/5 21:00:32,Gandhi Maidan,25.618966459483904,85.22953134194067,-88.54373189,0,2.7547009062656773,138.94049389788754,LTE,-88.12612224,-93.70340283,-91.14434352
2023/5/5 21:03:39,Kankarbagh,25.573230067080928,85.01695687529943,-87.67426992,0,5.654585760263142,91.5683853110985,4G,-84.25101488,-95.80806414,-86.88233784
2023/5/5 21:06:46,S.K. Puri,25.61919914827536,85.20728149591724,-90.81294432,0,1.7815103046592742,115.8678873689685,LTE,-93.23063412,-97.78588553,-91.21396565
2023/5/5 21:09:54,Gardanibagh,25.423054463813862,85.13000794150331,-84.61310002,0,22.02855232694662,27.754367536852044,5G,-85.10533718,-89.82061084,-85.02657885
2023/5/5 21:13:01,Ashok Rajpath,25.71550536426832,85.12481843643029,-84.31486807,0,1.1767698939690374,169.89488284873858,LTE,-85.63139593,-92.15313694,-87.12797351
2023/5/5 21:16:08,Ashok Rajpath,25.653766598993602,84.99409717819339,-82.72963396,0,2.7160465420144586,199.76282974021564,3G,0,0,0
2023/5/5 21:19:15,Exhibition Road,25.61447487203414,85.1258257437482,-83.16259362,0,2.5246052490019197,103.89380166876656,3G,0,0,0
2023/5/5 21:22:22,Bailey Road,25.608936429884338,85.24872236090448,-96.57203006,0,43.43373492934908,34.741082348727424,5G,-95.24130352,-104.2256039,-96.91367388
2023/5/5 21:25:30,Danapur,25.54539612184232,84.9964027657861,-82.12513471,0,1.1396013092292578,155.46877097800862,3G,0,0,0
